screen_name,tweet_id,tweet_date,tweet_time,tweet,collecting_date,collecting_time
KenyaPower_Care,8.345691266517729e+17,2017/2/23,1:2:39,b'@BrownMannInc    We have notified our technical team under ref. 3193634 for your assistance. ^MK',2017/2/22,19:46:3
KenyaPower_Care,8.345685037766656e+17,2017/2/23,1:0:11,"b'@KennedyKE  We are unable to give you a timeline, but we assure you, our team will address the issue. ^MK'",2017/2/22,19:46:3
KenyaPower_Care,8.345455448402289e+17,2017/2/22,23:28:57,b'@tahahassanali   We have notified our technicians to address the complaint under ref. 3193631^MK',2017/2/22,19:46:3
KenyaPower_Care,8.345450285675479e+17,2017/2/22,23:26:54,b'@o_omenda   We have notified our technical team under ref. 3193630 for your assistance. ^MK',2017/2/22,19:46:3
KenyaPower_Care,8.345442978988115e+17,2017/2/22,23:24:0,"b""@MBenKim   You're welcome.^MK""",2017/2/22,19:46:3
KenyaPower_Care,8.34541228612059e+17,2017/2/22,23:11:48,b'@awuor_awuor   Please assist us with you complaint ref. for further assistance.^MK',2017/2/22,19:46:3
KenyaPower_Care,8.345406447397274e+17,2017/2/22,23:9:29,"b'@Tonygithinji44    Kindly confirm if there are any landmarks nearby such as schools, market, petrol station, supermarket etc. ^MK'",2017/2/22,19:46:3
KenyaPower_Care,8.345404895211274e+17,2017/2/22,23:8:52,"b'@pascal_Wanjala   Kindly confirm if there are any landmarks nearby such as schools, market, petrol station, supermarket etc. ^MK'",2017/2/22,19:46:3
KenyaPower_Care,8.345399888973742e+17,2017/2/22,23:6:53,b'@Wynne_shiru   Please confirm if power has been restored. ^MK',2017/2/22,19:46:3
KenyaPower_Care,8.345398481575199e+17,2017/2/22,23:6:19,b'@NonstopMartin   The issue will be addressed by our team. ^MK',2017/2/22,19:46:3
KenyaPower_Care,8.345396338705203e+17,2017/2/22,23:5:28,b'@gichukichuma   Please view our previous post. ^MK',2017/2/22,19:46:3
KenyaPower_Care,8.345395356567059e+17,2017/2/22,23:5:4,b'@gichukichuma   Token 3177-9152-1893-8827-0046 ^MK',2017/2/22,19:46:3
KenyaPower_Care,8.345393573694094e+17,2017/2/22,23:4:22,b'@stanley_kibunja   The technical team serving your area will be addressing the issue under ref. 3193628. ^MK',2017/2/22,19:46:3
KenyaPower_Care,8.345392417702132e+17,2017/2/22,23:3:54,b'@stanley_kibunja    Thank you for your feedback. ^MK',2017/2/22,19:46:3
KenyaPower_Care,8.345389888494879e+17,2017/2/22,23:2:54,b'@mamush00    Good morning. Token 4833-4104-6904-7333-3782 ^MK',2017/2/22,19:46:3
KenyaPower_Care,8.34538342213632e+17,2017/2/22,23:0:20,b'@jas_595   Feedback appreciated. ^MK',2017/2/22,19:46:3
KenyaPower_Care,8.345382832039608e+17,2017/2/22,23:0:6,b'@lilykamson   Please allow us to follow up with our technical team. ^MK',2017/2/22,19:46:3
KenyaPower_Care,8.345381522997412e+17,2017/2/22,22:59:35,"b'@pacotash   Kindly confirm if there are any landmarks nearby such as schools, market, petrol station, supermarket etc.&amp; phone no. ^MK'",2017/2/22,19:46:3
KenyaPower_Care,8.345378201151283e+17,2017/2/22,22:58:15,b'@wangarikash   Our team will address the issue. Kindly bear with us. ^MK',2017/2/22,19:46:3
KenyaPower_Care,8.345376983460084e+17,2017/2/22,22:57:46,b'@Geokham   Kindly allow us to follow up with our technical team. ^MK',2017/2/22,19:46:3
KenyaPower_Care,8.345373782073754e+17,2017/2/22,22:56:30,b'@andrew_kipronok   Feedback appreciated. ^MK',2017/2/22,19:46:3
KenyaPower_Care,8.3453695141598e+17,2017/2/22,22:54:48,b'@Kedirah   Kindly request for a statement via customercare@kplc.co.ke ^MK',2017/2/22,19:46:3
KenyaPower_Care,8.345368045189203e+17,2017/2/22,22:54:13,b'@loise_muithya   Please assist us with your phone no. ^MK',2017/2/22,19:46:3
KenyaPower_Care,8.345365837055877e+17,2017/2/22,22:53:21,b'@JMbuthia   Token 3561-4391-7935-3416-3252  ^MK',2017/2/22,19:46:3
KenyaPower_Care,8.345362924069313e+17,2017/2/22,22:52:11,"b'@BrownsPhili   Please assist us with new a/c number, old a/c number, area, installation date and your cell number. ^MK'",2017/2/22,19:46:3
KenyaPower_Care,8.345358935244268e+17,2017/2/22,22:50:36,b'@Mistwinka   The issue will be addressed by our team soon. Kindly bear with us. ^MK',2017/2/22,19:46:3
KenyaPower_Care,8.345357605482003e+17,2017/2/22,22:50:4,b'@SamWaweru   Kindly allow us to follow up with our technical team. ^MK',2017/2/22,19:46:3
KenyaPower_Care,8.345354377084396e+17,2017/2/22,22:48:47,b'@Ndikuh   Please bear with us. Our team will attend to you soon. ^MK',2017/2/22,19:46:3
KenyaPower_Care,8.345352120129331e+17,2017/2/22,22:47:54,"b'@CoelhoJermaine     We are unable to give you a timeline, but we assure you, our team will address the issue. ^MK'",2017/2/22,19:46:3
KenyaPower_Care,8.345345418847969e+17,2017/2/22,22:45:14,"b'@Steven_Oundp   Kindly confirm if there are any landmarks nearby such as schools, market, petrol station, supermarket etc.&amp; phone no. ^MK'",2017/2/22,19:46:3
KenyaPower_Care,8.345343932387369e+17,2017/2/22,22:44:38,b'@njihiakelvin   Please assist us with your meter no. ^MK',2017/2/22,19:46:3
KenyaPower_Care,8.345342950961316e+17,2017/2/22,22:44:15,b'@Biggnesh1   Our team will address the issue. ^MK',2017/2/22,19:46:3
KenyaPower_Care,8.345337143235009e+17,2017/2/22,22:41:57,b'@boi_kenyan   Please assist us with your account no. ^MK',2017/2/22,19:46:3
KenyaPower_Care,8.345335568903045e+17,2017/2/22,22:41:19,b'@shabadoo_    The technical team serving your area will be addressing the issue under ref. 3193626. ^MK',2017/2/22,19:46:3
KenyaPower_Care,8.345333790559724e+17,2017/2/22,22:40:37,b'@Theo_Muhia    Please confirm if power has been restored. ^MK',2017/2/22,19:46:3
KenyaPower_Care,8.345330800020685e+17,2017/2/22,22:39:25,b'@bettie_princess   We have notified our technical team under ref. 3193625for your assistance. ^MK',2017/2/22,19:46:3
KenyaPower_Care,8.34e+17,2/22/17,23:00:20,b'@jas_595   Feedback appreciated. ^MK',2/22/17,19:39:01
